date,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyDewPointTemperature
2010-01-01 06:51:00,54.0,58.0,9.0,360.0,39.0
2010-01-01 08:47:00,61.0,45.0,5.0,350.0,39.0
2010-01-01 09:43:00,68.0,30.0,7.0,350.0,36.0
2010-01-01 10:44:00,77.0,21.0,11.0,300.0,34.0
2010-01-01 11:42:00,77.0,28.0,11.0,300.0,41.0
2010-01-01 12:42:00,77.0,28.0,7.0,220.0,41.0
2010-01-01 13:40:00,81.0,21.0,14.0,350.0,37.0
2010-01-01 14:41:00,77.0,22.0,14.0,320.0,36.0
2010-01-01 15:43:00,77.0,28.0,11.0,310.0,41.0
2010-01-01 16:40:00,77.0,28.0,11.0,300.0,41.0
2010-01-01 17:50:00,75.0,27.0,9.0,300.0,39.0
2010-01-01 18:46:00,68.0,35.0,5.0,300.0,39.0
2010-01-02 07:00:00,54.0,58.0,5.0,280.0,39.0
2010-01-02 07:40:00,52.0,67.0,0.0,0.0,41.0
2010-01-02 08:41:00,59.0,45.0,9.0,20.0,37.0
2010-01-02 09:43:00,66.0,30.0,7.0,40.0,34.0
2010-01-02 10:48:00,72.0,29.0,5.0,20.0,37.0
2010-01-02 11:43:00,73.0,31.0,9.0,220.0,41.0
2010-01-02 12:43:00,77.0,22.0,11.0,330.0,36.0
2010-01-02 13:46:00,77.0,22.0,11.0,330.0,36.0
2010-01-02 14:45:00,79.0,24.0,11.0,300.0,39.0
2010-01-02 15:40:00,79.0,24.0,11.0,330.0,39.0
2010-01-02 16:42:00,75.0,39.0,7.0,180.0,48.0
2010-01-02 17:49:00,68.0,56.0,0.0,0.0,52.0
2010-01-02 18:49:00,66.0,60.0,0.0,0.0,52.0
2010-01-03 07:00:00,54.0,58.0,8.0,200.0,39.0
2010-01-03 07:40:00,54.0,58.0,7.0,30.0,39.0
2010-01-03 08:40:00,59.0,51.0,5.0,30.0,41.0
2010-01-03 09:43:00,64.0,43.0,5.0,30.0,41.0
2010-01-03 10:41:00,73.0,31.0,0.0,0.0,41.0
2010-01-03 11:45:00,77.0,28.0,6.0,220.0,41.0
2010-01-03 12:44:00,75.0,39.0,6.0,200.0,48.0
2010-01-03 13:43:00,75.0,27.0,7.0,200.0,39.0
2010-01-03 14:48:00,73.0,44.0,11.0,160.0,50.0
2010-01-03 15:51:00,72.0,53.0,11.0,160.0,54.0
2010-01-03 16:53:00,72.0,53.0,11.0,180.0,54.0
2010-01-03 17:44:00,68.0,69.0,9.0,180.0,57.0
2010-01-03 18:40:00,66.0,64.0,5.0,170.0,54.0
2010-01-04 07:07:00,55.0,51.0,0.0,0.0,37.0
2010-01-04 07:41:00,54.0,58.0,0.0,0.0,39.0
2010-01-04 09:51:00,70.0,33.0,7.0,350.0,39.0
2010-01-04 10:44:00,72.0,20.0,10.0,360.0,28.0
2010-01-04 11:44:00,75.0,18.0,16.0,350.0,28.0
2010-01-04 12:52:00,79.0,16.0,17.0,360.0,28.0
2010-01-04 13:44:00,79.0,17.0,14.0,360.0,30.0
2010-01-04 14:41:00,81.0,16.0,17.0,350.0,30.0
2010-01-04 15:42:00,77.0,34.0,7.0,200.0,46.0
2010-01-04 16:45:00,75.0,41.0,6.0,200.0,50.0
2010-01-04 17:49:00,73.0,41.0,5.0,200.0,48.0
2010-01-04 18:41:00,72.0,44.0,6.0,180.0,48.0
2010-01-05 07:06:00,54.0,63.0,3.0,40.0,41.0
2010-01-05 07:45:00,55.0,55.0,0.0,0.0,39.0
2010-01-05 08:51:00,59.0,51.0,5.0,50.0,41.0
2010-01-05 09:51:00,64.0,37.0,5.0,360.0,37.0
2010-01-05 11:41:00,73.0,25.0,6.0,360.0,36.0
2010-01-05 12:51:00,79.0,18.0,0.0,0.0,32.0
2010-01-05 13:41:00,75.0,34.0,9.0,200.0,45.0
2010-01-05 14:50:00,77.0,32.0,11.0,180.0,45.0
2010-01-05 15:41:00,73.0,38.0,11.0,180.0,46.0
2010-01-05 16:43:00,72.0,47.0,7.0,180.0,50.0
2010-01-05 17:44:00,70.0,57.0,6.0,180.0,54.0
2010-01-05 18:46:00,68.0,56.0,0.0,0.0,52.0
2010-01-06 07:00:00,59.0,55.0,0.0,0.0,43.0
2010-01-06 07:44:00,57.0,59.0,0.0,0.0,43.0
2010-01-06 08:43:00,59.0,55.0,6.0,20.0,43.0
2010-01-06 09:41:00,63.0,52.0,0.0,0.0,45.0
2010-01-06 10:43:00,73.0,33.0,0.0,0.0,43.0
2010-01-06 11:42:00,75.0,27.0,0.0,0.0,39.0
2010-01-06 12:40:00,77.0,30.0,0.0,0.0,43.0
2010-01-06 13:41:00,75.0,39.0,13.0,180.0,48.0
2010-01-06 14:42:00,72.0,47.0,7.0,180.0,50.0
2010-01-06 15:51:00,72.0,50.0,6.0,210.0,52.0
2010-01-06 16:50:00,70.0,57.0,11.0,180.0,54.0
2010-01-06 17:49:00,68.0,64.0,6.0,230.0,55.0
2010-01-06 18:40:00,68.0,60.0,3.0,180.0,54.0
2010-01-07 07:04:00,55.0,67.0,0.0,0.0,45.0
2010-01-07 07:50:00,54.0,72.0,0.0,0.0,45.0
2010-01-07 08:44:00,55.0,67.0,0.0,0.0,45.0
2010-01-07 09:53:00,64.0,43.0,0.0,0.0,41.0
2010-01-07 10:52:00,72.0,29.0,0.0,0.0,37.0
2010-01-07 11:44:00,72.0,33.0,5.0,210.0,41.0
2010-01-07 12:53:00,73.0,38.0,6.0,240.0,46.0
2010-01-07 13:43:00,73.0,33.0,8.0,180.0,43.0
2010-01-07 14:45:00,72.0,44.0,14.0,180.0,48.0
2010-01-07 16:28:00,70.0,46.0,11.0,180.0,48.0
2010-01-07 18:03:00,68.0,43.0,7.0,180.0,45.0
2010-01-07 18:46:00,66.0,52.0,6.0,180.0,48.0
2010-01-08 07:08:00,55.0,51.0,5.0,50.0,37.0
2010-01-08 07:49:00,55.0,51.0,3.0,50.0,37.0
2010-01-08 08:45:00,59.0,48.0,5.0,60.0,39.0
2010-01-08 09:42:00,64.0,40.0,0.0,0.0,39.0
2010-01-08 10:51:00,72.0,31.0,0.0,0.0,39.0
2010-01-08 12:00:00,75.0,22.0,0.0,0.0,34.0
2010-01-08 12:52:00,77.0,26.0,5.0,210.0,39.0
2010-01-08 13:53:00,77.0,26.0,5.0,180.0,39.0
2010-01-08 14:47:00,75.0,31.0,9.0,180.0,43.0
2010-01-08 15:52:00,73.0,36.0,14.0,180.0,45.0
2010-01-08 16:47:00,72.0,53.0,11.0,190.0,54.0
2010-01-08 17:48:00,68.0,60.0,7.0,190.0,54.0
2010-01-08 19:00:00,66.0,64.0,5.0,200.0,54.0
2010-01-09 07:14:00,54.0,58.0,6.0,40.0,39.0
2010-01-09 07:51:00,55.0,55.0,6.0,70.0,39.0
2010-01-09 08:52:00,55.0,59.0,5.0,40.0,41.0
2010-01-09 11:00:00,73.0,27.0,0.0,0.0,37.0
2010-01-09 12:00:00,79.0,20.0,0.0,0.0,34.0
2010-01-09 12:50:00,77.0,24.0,7.0,200.0,37.0
2010-01-09 13:46:00,73.0,23.0,15.0,180.0,34.0
2010-01-09 14:47:00,77.0,21.0,9.0,180.0,34.0
2010-01-09 15:44:00,73.0,41.0,11.0,180.0,48.0
2010-01-09 16:45:00,75.0,41.0,7.0,200.0,50.0
2010-01-09 17:43:00,72.0,47.0,6.0,200.0,50.0
2010-01-09 18:44:00,70.0,40.0,0.0,0.0,45.0
2010-01-10 07:00:00,59.0,42.0,5.0,20.0,36.0
2010-01-10 07:42:00,59.0,45.0,5.0,10.0,37.0
2010-01-10 08:45:00,61.0,42.0,0.0,0.0,37.0
