date,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyDewPointTemperature
2010-01-01 05:54:00,50.0,58.0,0.0,0.0,36.0
2010-01-01 06:41:00,50.0,58.0,0.0,0.0,36.0
2010-01-01 07:45:00,48.0,62.0,0.0,0.0,36.0
2010-01-01 08:00:00,57.0,64.0,4.0,270.0,45.0
2010-01-01 08:42:00,54.0,54.0,0.0,0.0,37.0
2010-01-01 09:42:00,63.0,39.0,9.0,330.0,37.0
2010-01-01 10:41:00,66.0,35.0,7.0,330.0,37.0
2010-01-01 11:00:00,65.0,52.0,9.0,90.0,47.0
2010-01-01 11:42:00,70.0,31.0,13.0,330.0,37.0
2010-01-01 12:41:00,73.0,25.0,7.0,330.0,36.0
2010-01-01 13:43:00,75.0,25.0,11.0,280.0,37.0
2010-01-01 14:44:00,77.0,24.0,11.0,290.0,37.0
2010-01-01 15:48:00,79.0,23.0,11.0,280.0,37.0
2010-01-01 16:41:00,77.0,26.0,11.0,280.0,39.0
2010-01-01 17:47:00,68.0,43.0,13.0,280.0,45.0
2010-01-01 18:40:00,64.0,49.0,0.0,0.0,45.0
2010-01-02 05:00:00,48.0,82.0,0.0,0.0,43.0
2010-01-02 05:40:00,52.0,82.0,0.0,0.0,46.0
2010-01-02 06:41:00,54.0,82.0,0.0,0.0,48.0
2010-01-02 07:48:00,52.0,77.0,0.0,0.0,45.0
2010-01-02 08:00:00,56.0,40.0,7.0,270.0,32.0
2010-01-02 08:40:00,54.0,72.0,0.0,0.0,45.0
2010-01-02 09:49:00,59.0,59.0,0.0,0.0,45.0
2010-01-02 10:40:00,66.0,43.0,0.0,0.0,43.0
2010-01-02 11:00:00,67.0,38.0,4.0,70.0,40.0
2010-01-02 11:49:00,72.0,33.0,0.0,0.0,41.0
2010-01-02 12:40:00,73.0,31.0,5.0,270.0,41.0
2010-01-02 13:45:00,75.0,27.0,14.0,270.0,39.0
2010-01-02 14:00:00,67.0,43.0,11.0,50.0,43.0
2010-01-02 14:46:00,75.0,24.0,11.0,270.0,36.0
2010-01-02 15:42:00,75.0,29.0,11.0,270.0,41.0
2010-01-02 16:42:00,73.0,33.0,11.0,270.0,43.0
2010-01-02 17:00:00,66.0,49.0,11.0,50.0,47.0
2010-01-02 17:46:00,68.0,43.0,0.0,0.0,45.0
2010-01-03 05:54:00,50.0,62.0,0.0,0.0,37.0
2010-01-03 06:40:00,46.0,71.0,0.0,0.0,37.0
2010-01-03 07:41:00,46.0,71.0,0.0,0.0,37.0
2010-01-03 08:00:00,59.0,36.0,4.0,270.0,32.0
2010-01-03 08:48:00,55.0,59.0,0.0,0.0,41.0
2010-01-03 09:40:00,59.0,55.0,0.0,0.0,43.0
2010-01-03 10:40:00,66.0,43.0,7.0,300.0,43.0
2010-01-03 11:00:00,71.0,36.0,4.0,50.0,42.0
2010-01-03 11:41:00,72.0,36.0,5.0,270.0,43.0
2010-01-03 12:50:00,73.0,33.0,6.0,270.0,43.0
2010-01-03 13:46:00,77.0,28.0,9.0,270.0,41.0
2010-01-03 14:41:00,79.0,26.0,11.0,270.0,41.0
2010-01-03 15:50:00,79.0,24.0,9.0,270.0,39.0
2010-01-03 16:50:00,75.0,31.0,14.0,270.0,43.0
2010-01-03 17:46:00,70.0,40.0,11.0,270.0,45.0
