date,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyDewPointTemperature
2010-01-01 00:00:00,77.0,100.0,2.0,30.0,77.0
2010-01-01 01:00:00,77.0,100.0,0.0,0.0,77.0
2010-01-01 02:00:00,77.0,100.0,2.0,300.0,77.0
2010-01-01 03:00:00,77.0,94.0,2.0,340.0,75.0
2010-01-01 03:34:00,77.0,100.0,3.0,340.0,77.0
2010-01-01 04:00:00,77.0,94.0,2.0,320.0,75.0
2010-01-01 05:00:00,77.0,94.0,3.0,10.0,75.0
2010-01-01 06:00:00,77.0,94.0,5.0,280.0,75.0
2010-01-01 07:00:00,77.0,94.0,2.0,290.0,75.0
2010-01-01 07:45:00,77.0,100.0,2.0,320.0,77.0
2010-01-01 08:00:00,79.0,94.0,5.0,300.0,77.0
2010-01-01 09:00:00,82.0,84.0,7.0,10.0,77.0
2010-01-01 10:00:00,86.0,79.0,9.0,10.0,79.0
2010-01-01 11:00:00,81.0,89.0,7.0,10.0,77.0
2010-01-01 12:00:00,82.0,79.0,9.0,340.0,75.0
2010-01-01 13:00:00,90.0,66.0,11.0,60.0,77.0
2010-01-01 14:00:00,84.0,84.0,11.0,100.0,79.0
2010-01-01 14:35:00,81.0,89.0,8.0,70.0,77.0
2010-01-01 15:00:00,79.0,94.0,7.0,60.0,77.0
2010-01-01 15:20:00,77.0,94.0,8.0,100.0,75.0
2010-01-01 16:00:00,79.0,94.0,7.0,110.0,77.0
2010-01-01 17:00:00,79.0,94.0,13.0,90.0,77.0
2010-01-01 18:00:00,79.0,94.0,11.0,90.0,77.0
2010-01-01 19:00:00,79.0,94.0,2.0,90.0,77.0
2010-01-01 20:00:00,81.0,89.0,5.0,120.0,77.0
2010-01-01 21:00:00,79.0,94.0,16.0,50.0,77.0
2010-01-01 22:00:00,79.0,94.0,3.0,30.0,77.0
2010-01-01 23:00:00,77.0,100.0,0.0,0.0,77.0
2010-01-02 00:00:00,77.0,100.0,2.0,20.0,77.0
2010-01-02 01:00:00,77.0,100.0,2.0,20.0,77.0
2010-01-02 02:00:00,77.0,100.0,2.0,320.0,77.0
2010-01-02 03:00:00,77.0,100.0,2.0,330.0,77.0
2010-01-02 04:00:00,77.0,94.0,2.0,340.0,75.0
2010-01-02 05:00:00,75.0,100.0,0.0,0.0,75.0
2010-01-02 06:00:00,75.0,100.0,0.0,0.0,75.0
2010-01-02 07:00:00,75.0,100.0,0.0,0.0,75.0
2010-01-02 08:00:00,75.0,100.0,0.0,0.0,75.0
2010-01-02 09:00:00,77.0,94.0,0.0,0.0,75.0
2010-01-02 10:00:00,79.0,89.0,5.0,10.0,75.0
2010-01-02 11:00:00,82.0,84.0,3.0,340.0,77.0
2010-01-02 12:00:00,84.0,79.0,9.0,60.0,77.0
2010-01-02 13:00:00,82.0,84.0,14.0,120.0,77.0
2010-01-02 14:00:00,79.0,94.0,5.0,120.0,77.0
2010-01-02 15:00:00,81.0,84.0,8.0,160.0,75.0
2010-01-02 16:00:00,84.0,79.0,11.0,100.0,77.0
2010-01-02 17:00:00,82.0,84.0,7.0,90.0,77.0
2010-01-02 18:00:00,82.0,84.0,9.0,90.0,77.0
2010-01-02 19:00:00,81.0,84.0,2.0,80.0,75.0
2010-01-02 20:00:00,79.0,89.0,3.0,80.0,75.0
2010-01-02 21:00:00,79.0,94.0,5.0,80.0,77.0
2010-01-02 22:00:00,77.0,94.0,3.0,40.0,75.0
2010-01-02 23:00:00,77.0,94.0,0.0,0.0,75.0
2010-01-03 00:00:00,75.0,100.0,2.0,340.0,75.0
2010-01-03 01:00:00,75.0,100.0,2.0,30.0,75.0
2010-01-03 02:00:00,75.0,100.0,3.0,30.0,75.0
2010-01-03 03:00:00,75.0,100.0,3.0,50.0,75.0
2010-01-03 03:23:00,75.0,100.0,3.0,20.0,75.0
2010-01-03 03:36:00,75.0,100.0,3.0,20.0,75.0
2010-01-03 04:00:00,75.0,100.0,2.0,20.0,75.0
2010-01-03 04:25:00,75.0,100.0,2.0,10.0,75.0
2010-01-03 05:00:00,75.0,100.0,0.0,0.0,75.0
2010-01-03 06:00:00,75.0,100.0,1.0,340.0,75.0
2010-01-03 06:20:00,75.0,100.0,3.0,350.0,75.0
2010-01-03 07:00:00,75.0,100.0,3.0,30.0,75.0
2010-01-03 08:00:00,75.0,100.0,3.0,20.0,75.0
2010-01-03 08:20:00,75.0,100.0,5.0,160.0,75.0
2010-01-03 09:00:00,75.0,100.0,6.0,160.0,75.0
2010-01-03 09:20:00,75.0,100.0,3.0,160.0,75.0
2010-01-03 10:00:00,77.0,94.0,0.0,0.0,75.0
2010-01-03 11:00:00,81.0,89.0,3.0,150.0,77.0
2010-01-03 12:00:00,82.0,79.0,5.0,160.0,75.0
2010-01-03 13:00:00,86.0,75.0,3.0,130.0,77.0
2010-01-03 14:00:00,88.0,70.0,3.0,100.0,77.0
2010-01-03 15:00:00,84.0,79.0,3.0,80.0,77.0
2010-01-03 15:22:00,81.0,89.0,9.0,60.0,77.0
2010-01-03 15:42:00,79.0,100.0,0.0,0.0,79.0
2010-01-03 16:00:00,79.0,100.0,2.0,190.0,79.0
2010-01-03 17:00:00,84.0,84.0,9.0,60.0,79.0
2010-01-03 18:00:00,81.0,94.0,6.0,50.0,79.0
2010-01-03 19:00:00,81.0,94.0,5.0,10.0,79.0
2010-01-03 20:00:00,79.0,89.0,2.0,140.0,75.0
2010-01-03 21:00:00,77.0,100.0,2.0,340.0,77.0
2010-01-03 22:00:00,79.0,100.0,0.0,0.0,79.0
2010-01-03 23:00:00,79.0,94.0,3.0,10.0,77.0
2010-01-04 00:00:00,79.0,94.0,5.0,360.0,77.0
2010-01-04 01:00:00,79.0,94.0,6.0,30.0,77.0
2010-01-04 02:00:00,77.0,94.0,2.0,20.0,75.0
2010-01-04 03:00:00,77.0,94.0,2.0,300.0,75.0
2010-01-04 04:00:00,77.0,94.0,5.0,60.0,75.0
2010-01-04 05:00:00,77.0,94.0,3.0,20.0,75.0
2010-01-04 06:00:00,77.0,94.0,0.0,0.0,75.0
2010-01-04 07:00:00,77.0,100.0,1.0,300.0,77.0
