date,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyDewPointTemperature
2010-01-01 00:00:00,25.0,94.0,4.0,240.0,24.0
2010-01-01 03:00:00,25.0,94.0,4.0,230.0,24.0
2010-01-01 09:00:00,22.0,97.0,0.0,0.0,22.0
2010-01-01 09:30:00,21.0,93.0,4.0,200.0,19.0
2010-01-01 10:00:00,21.0,93.0,4.0,190.0,19.0
2010-01-01 11:00:00,21.0,93.0,4.0,140.0,19.0
2010-01-01 12:00:00,22.0,95.0,2.0,190.0,20.0
2010-01-01 12:30:00,21.0,93.0,0.0,0.0,19.0
2010-01-01 13:00:00,21.0,93.0,0.0,0.0,19.0
2010-01-01 14:00:00,21.0,100.0,0.0,0.0,21.0
2010-01-01 15:00:00,22.0,92.0,0.0,0.0,20.0
2010-01-01 16:00:00,21.0,100.0,0.0,0.0,21.0
2010-01-01 17:00:00,21.0,93.0,0.0,0.0,19.0
2010-01-01 18:00:00,21.0,95.0,2.0,40.0,20.0
2010-01-01 21:00:00,20.0,94.0,0.0,0.0,19.0
2010-01-02 00:00:00,20.0,94.0,0.0,0.0,18.0
2010-01-02 03:00:00,18.0,93.0,0.0,0.0,17.0
2010-01-02 06:00:00,17.0,92.0,2.0,40.0,15.0
2010-01-02 09:00:00,18.0,100.0,2.0,50.0,18.0
2010-01-02 09:30:00,18.0,100.0,9.0,40.0,18.0
2010-01-02 10:00:00,18.0,100.0,9.0,40.0,18.0
2010-01-02 11:00:00,19.0,93.0,7.0,40.0,18.0
2010-01-02 12:00:00,20.0,93.0,2.0,30.0,18.0
2010-01-02 13:00:00,19.0,93.0,9.0,40.0,18.0
2010-01-02 14:00:00,21.0,86.0,9.0,20.0,18.0
2010-01-02 15:00:00,19.0,93.0,4.0,50.0,17.0
2010-01-02 16:00:00,19.0,86.0,9.0,10.0,16.0
2010-01-02 17:00:00,18.0,93.0,7.0,20.0,16.0
2010-01-02 18:00:00,17.0,93.0,2.0,20.0,16.0
2010-01-02 21:00:00,16.0,92.0,2.0,30.0,14.0
2010-01-03 00:00:00,11.0,90.0,2.0,10.0,9.0
2010-01-03 03:00:00,6.0,90.0,2.0,320.0,4.0
2010-01-03 09:00:00,2.0,85.0,4.0,350.0,-1.0
2010-01-03 09:30:00,1.0,100.0,9.0,350.0,1.0
2010-01-03 10:00:00,1.0,100.0,11.0,360.0,1.0
2010-01-03 11:00:00,3.0,92.0,11.0,340.0,1.0
2010-01-03 12:00:00,4.0,80.0,2.0,350.0,-1.0
2010-01-03 13:00:00,5.0,92.0,9.0,340.0,3.0
2010-01-03 14:00:00,5.0,92.0,9.0,350.0,3.0
2010-01-03 15:00:00,5.0,75.0,2.0,350.0,-1.0
2010-01-03 16:00:00,5.0,92.0,9.0,320.0,3.0
2010-01-03 17:00:00,3.0,100.0,9.0,320.0,3.0
2010-01-03 21:00:00,-1.0,85.0,0.0,0.0,-4.0
2010-01-04 00:00:00,-1.0,85.0,0.0,0.0,-5.0
2010-01-04 03:00:00,-2.0,85.0,2.0,220.0,-5.0
2010-01-04 09:00:00,4.0,86.0,7.0,210.0,1.0
2010-01-04 09:30:00,3.0,85.0,7.0,200.0,0.0
2010-01-04 10:00:00,3.0,85.0,7.0,210.0,0.0
2010-01-04 11:00:00,5.0,85.0,7.0,210.0,1.0
2010-01-04 12:00:00,9.0,80.0,9.0,220.0,5.0
2010-01-04 13:00:00,7.0,78.0,9.0,200.0,1.0
2010-01-04 14:00:00,9.0,78.0,7.0,210.0,3.0
2010-01-04 15:00:00,13.0,75.0,9.0,200.0,6.0
2010-01-04 16:00:00,10.0,85.0,9.0,200.0,7.0
2010-01-04 17:00:00,10.0,85.0,9.0,200.0,7.0
2010-01-04 21:00:00,11.0,76.0,9.0,210.0,5.0
